-7.2,-16.8,1297
-7.2,-18.0,1328
-8.4,-18.8,1329
-8.4,-19.9,1360
-8.4,-21.0,1361
-9.8,-22.1,1393
-11.4,-24.4,1427
-11.4,-25.7,1428
-11.4,-27.1,1459
-13.0,-30.0,1488
-13.0,-30.0,1489
-14.6,-31.4,1492
-14.6,-32.7,1518
-14.6,-32.7,1521
-14.6,-34.4,1526
-16.6,-35.9,1570
-16.6,-37.5,1571
-18.6,-39.0,1576
-18.6,-40.4,1601
-18.6,-40.4,1602
-18.6,-41.8,1608
-18.6,-43.3,1631
-20.6,-43.3,1632
-20.6,-44.7,1661
-22.6,-46.1,1665
-22.6,-47.5,1690
-22.6,-47.5,1691
-22.6,-48.8,1696
-22.6,-48.8,1697
-24.8,-50.2,1719
-24.8,-51.5,1724
-24.8,-51.5,1729
-24.8,-52.7,1750
-27.0,-52.7,1751
-27.0,-53.9,1758
-27.0,-53.9,1760
-27.0,-55.0,1781
-29.2,-56.4,1791
-29.2,-57.6,1813
-29.2,-57.6,1814
-29.2,-58.8,1848
-31.4,-59.9,1849
-31.4,-59.9,1856
-31.4,-61.1,1857
-31.4,-62.4,1891
-33.6,-64.9,1929
-35.8,-66.0,1936
-35.8,-67.3,1957
-38.0,-69.6,1987
-38.0,-69.6,1988
-38.0,-70.7,1990
-40.2,-71.8,2017
-40.2,-73.0,2023
-40.2,-74.1,2046
-42.2,-74.1,2049
-42.2,-75.3,2056
-42.2,-76.4,2075
-42.2,-76.4,2076
-42.2,-76.4,2081
-44.4,-77.6,2117
-44.4,-78.7,2118
-44.4,-80.0,2122
-46.4,-81.2,2155
-46.4,-82.3,2160
-46.4,-82.3,2161
-48.4,-83.5,2185
-48.4,-84.7,2188
-48.4,-84.7,2192
-48.4,-85.8,2216
-50.6,-86.9,2222
-50.6,-86.9,2224
-50.6,-88.1,2247
-50.6,-89.3,2255
-52.6,-89.3,2256
-52.6,-89.3,2257
-52.6,-90.4,2282
-52.6,-91.6,2287
-52.6,-91.6,2289
-54.6,-92.7,2311
-54.6,-92.7,2320
-54.6,-94.9,2340
-56.4,-96.1,2369
-56.4,-96.1,2370
-58.4,-98.4,2413
-58.4,-99.5,2414
-58.4,-99.5,2417
-60.4,-100.7,2420
-60.4,-102.0,2443
-60.4,-102.0,2444
-60.4,-102.0,2448
-60.4,-102.0,2449
-60.4,-103.2,2473
-62.4,-104.4,2474
-62.4,-104.4,2481
-62.4,-105.7,2510
-62.4,-107.0,2511
-64.2,-107.0,2512
-64.2,-108.4,2520
-64.2,-109.7,2541
-64.2,-109.7,2544
-66.2,-111.1,2571
-66.2,-112.4,2576
-66.2,-112.4,2577
-68.0,-113.8,2601
-68.0,-115.2,2602
-68.0,-115.2,2608
-68.0,-116.6,2631
-70.0,-118.1,2636
-70.0,-118.1,2640
-70.0,-118.1,2641
-70.0,-119.5,2663
-70.0,-120.9,2669
-70.0,-120.9,2672
-71.8,-120.9,2673
-71.8,-122.1,2695
-71.8,-123.4,2702
-71.8,-123.4,2704
-73.8,-124.6,2727
-73.8,-124.6,2728
-73.8,-125.9,2735
-73.8,-125.9,2736
-73.8,-127.0,2757
-73.8,-127.0,2758
-75.6,-128.1,2789
-75.6,-129.3,2790
-75.6,-130.4,2820
-75.6,-131.4,2821
-77.4,-132.5,2867
-79.4,-135.7,2901
-81.2,-137.9,2940
-81.2,-138.9,2941
-82.8,-138.9,2944
-82.8,-138.9,2945
-82.8,-140.1,2950
-82.8,-141.0,2971
-84.6,-141.0,2976
-84.6,-142.1,3000
-84.6,-143.1,3009
-86.4,-144.0,3037
-86.4,-144.9,3040
-86.4,-145.7,3072
-88.2,-146.6,3073
-88.2,-147.4,3082
-88.2,-148.3,3103
-89.8,-148.3,3104
-89.8,-148.3,3105
-89.8,-149.3,3133
-89.8,-150.0,3134
-89.8,-150.0,3136
-91.4,-150.9,3162
-91.4,-150.9,3163
-91.4,-151.6,3165
-91.4,-151.6,3168
-91.4,-151.6,3169
-91.4,-152.5,3193
-92.8,-153.2,3199
-92.8,-153.2,3200
-92.8,-154.1,3222
-92.8,-154.1,3223
-94.4,-154.9,3231
-94.4,-154.9,3232
-94.4,-155.8,3253
-94.4,-156.6,3282
-94.4,-157.5,3283
-95.8,-158.3,3313
-97.0,-159.1,3315
-97.0,-159.9,3343
-97.0,-159.9,3344
-97.0,-159.9,3345
-98.4,-160.7,3348
-98.4,-161.5,3373
-98.4,-161.5,3376
-98.4,-162.2,3381
-98.4,-162.8,3418
-99.6,-163.6,3424
-100.8,-164.2,3449
-100.8,-165.0,3456
-100.8,-165.6,3479
-100.8,-165.6,3480
-102.0,-166.2,3488
-102.0,-166.2,3489
-102.0,-166.8,3526
-103.2,-167.4,3527
-103.2,-168.0,3530
-103.2,-168.0,3535
-103.2,-168.0,3536
-103.2,-168.7,3558
-103.2,-169.4,3563
-104.4,-169.4,3567
-104.4,-170.2,3589
-104.4,-170.2,3590
-104.4,-170.9,3597
-104.4,-171.6,3620
-105.6,-171.6,3621
-105.6,-172.3,3629
-105.6,-173.0,3651
-105.6,-173.0,3652
-106.6,-173.5,3682
-106.6,-174.2,3683
-107.8,-174.9,3713
-107.8,-176.3,3743
-107.8,-176.3,3744
-109.0,-176.9,3745
-109.0,-177.6,3782
-109.0,-178.2,3783
-110.0,-178.2,3792
-110.0,-178.9,3813
-110.0,-179.6,3814
-111.0,-180.1,3846
-111.0,-180.7,3847
-111.0,-180.7,3856
-112.2,-181.3,3879
-112.2,-182.0,3880
-112.2,-182.0,3888
-112.2,-182.0,3889
-112.2,-182.7,3912
-113.2,-183.2,3913
-113.2,-183.2,3920
-113.2,-183.9,3942
-114.2,-184.4,3944
-114.2,-184.4,3951
-114.2,-184.4,3952
-114.2,-185.0,3981
-114.2,-185.6,3984
-115.2,-186.1,4012
-115.2,-186.7,4016
-115.2,-187.3,4043
-116.2,-187.8,4044
-116.2,-187.8,4048
-116.2,-188.4,4074
-117.2,-189.0,4077
-117.2,-189.0,4080
-117.2,-189.6,4104
-117.2,-189.6,4105
-117.2,-190.2,4110
-117.2,-190.2,4112
-118.2,-190.7,4135
-118.2,-191.1,4144
-119.0,-191.7,4171
-119.0,-192.3,4176
-119.0,-192.9,4217
-120.0,-193.6,4218
-120.0,-193.6,4223
-120.0,-193.6,4224
-120.0,-194.0,4226
-120.0,-194.6,4247
-120.8,-194.6,4255
-120.8,-194.6,4256
-120.8,-194.6,4257
-120.8,-195.1,4287
-121.6,-195.6,4288
-121.6,-195.6,4289
-121.6,-196.1,4292
-121.6,-196.5,4317
-121.6,-196.5,4318
-121.6,-196.5,4320
-122.4,-197.0,4325
-122.4,-197.4,4356
-122.4,-197.9,4358
-122.4,-198.4,4387
-123.2,-198.7,4392
-123.2,-199.2,4418
-124.0,-199.6,4425
-124.0,-199.9,4449
-124.6,-200.2,4458
-124.6,-200.5,4481
-124.6,-200.9,4512
-125.2,-201.6,4543
-126.0,-201.9,4544
-126.0,-202.3,4576
-126.6,-202.8,4607
-126.6,-203.1,4608
-126.6,-203.1,4609
-126.6,-203.4,4638
-127.2,-203.4,4639
-127.2,-203.6,4640
-127.2,-203.8,4671
-127.6,-204.1,4674
-127.6,-204.4,4705
-128.0,-204.6,4706
-128.0,-204.8,4747
-128.0,-204.9,4752
-128.6,-204.9,4753
-128.6,-205.1,4756
-128.6,-205.3,4779
-128.6,-205.3,4784
-129.0,-205.5,4813
-129.0,-205.6,4816
-129.0,-205.9,4848
-129.0,-206.0,4849
-129.4,-206.2,4856
-129.4,-206.4,4879
-129.4,-206.4,4880
-129.6,-206.5,4889
-129.6,-206.5,4911
-129.6,-206.5,4912
-130.0,-206.7,4921
-130.0,-206.7,4944
-130.0,-206.9,4977
-130.2,-207.1,5008
-130.6,-207.2,5009
-130.6,-207.3,5040
-130.6,-207.4,5041
-130.6,-207.5,5078
-130.6,-207.6,5087
-130.8,-207.7,5117
-130.8,-207.7,5118
-130.8,-207.8,5120
-131.0,-207.9,5149
-131.0,-207.9,5152
-131.0,-207.9,5154
-131.0,-208.0,5180
-131.2,-208.0,5184
-131.2,-208.0,5186
-131.2,-208.0,5212
-131.2,-208.0,5215
-131.2,-208.0,5216
-131.2,-208.1,5220
-131.2,-208.1,5243
-131.2,-208.1,5244
-131.2,-208.1,5247
-131.4,-208.1,5253
-131.4,-208.1,5275
-131.4,-208.1,5280
-131.4,-208.1,5307
-131.4,-208.1,5312
-131.4,-208.1,5338
-131.4,-208.2,5339
-131.4,-208.2,5343
-131.6,-208.2,5344
-131.6,-208.2,5370
-131.6,-208.2,5371
-131.6,-208.2,5375
-131.6,-208.2,5401
-131.6,-208.2,5402
-131.6,-208.2,5407
-131.6,-208.2,5408
-131.6,-208.3,5433
-131.6,-208.2,5435
-131.6,-208.2,5439
-131.6,-208.2,5468
-131.6,-208.3,5469
-131.6,-208.3,5471
-131.6,-208.3,5501
-131.6,-208.3,5504
-131.6,-208.3,5547
-131.6,-208.2,5551
-131.6,-208.2,5552
-131.6,-208.3,5579
-131.6,-208.3,5584
-131.6,-208.3,5610
-131.6,-208.3,5616
-131.6,-208.3,5617
-131.6,-208.2,5652
-131.4,-208.2,5686
-131.4,-208.2,5695
-131.4,-208.2,5696
-131.4,-208.3,5718
-131.4,-208.2,5727
-131.4,-208.2,5728
-131.4,-208.3,5749
-131.4,-208.3,5750
-131.4,-208.3,5759
-131.4,-208.3,5780
-131.4,-208.3,5781
-131.4,-208.3,5783
-131.4,-208.3,5819
-131.4,-208.2,5824
-131.4,-208.2,5850
-131.4,-208.3,5851
-131.2,-208.3,5855
-131.2,-208.3,5856
-131.2,-208.3,5882
-131.2,-208.2,5887
-131.2,-208.2,5888
-131.2,-208.2,5926
-131.2,-208.3,5927
-131.2,-208.2,5932
-131.2,-208.2,5935
-131.2,-208.3,5957
-131.2,-208.3,5958
-131.2,-208.2,5965
-131.2,-208.2,5988
-131.0,-208.2,5989
-131.0,-208.2,6020
-131.0,-208.2,6021
-131.0,-208.2,6059
-131.0,-208.2,6064
-131.0,-208.1,6065
-131.0,-208.1,6093
-131.0,-208.1,6094
-131.0,-208.1,6096
-131.0,-208.1,6098
-131.0,-208.1,6126
-131.0,-208.1,6128
-131.0,-208.1,6131
-131.0,-208.1,6161
-130.8,-208.1,6162
-130.8,-208.1,6164
-130.8,-208.1,6195
-130.8,-208.1,6196
-130.8,-208.1,6197
-130.8,-208.1,6227
-130.8,-208.0,6231
-130.8,-208.0,6258
-130.8,-208.0,6259
-130.8,-207.9,6263
-130.8,-207.9,6291
-130.6,-207.9,6297
-130.6,-207.9,6323
-130.6,-207.9,6329
-130.6,-207.8,6355
-130.6,-207.8,6356
-130.4,-207.8,6363
-130.4,-207.8,6390
-130.4,-207.8,6391
-130.4,-207.7,6396
-130.4,-207.7,6399
-130.4,-207.7,6422
-130.4,-207.7,6429
-130.4,-207.7,6431
-130.4,-207.7,6432
-130.4,-207.7,6457
-130.4,-207.7,6458
-130.4,-207.7,6463
-130.4,-207.7,6493
-130.4,-207.6,6495
-130.4,-207.6,6524
-130.4,-207.6,6528
-130.2,-207.5,6556
-130.2,-207.5,6560
-130.2,-207.5,6562
-130.2,-207.5,6588
-130.2,-207.5,6589
-130.2,-207.5,6591
-130.2,-207.5,6595
-130.2,-207.4,6632
-130.2,-207.4,6633
-130.2,-207.4,6639
-130.2,-207.4,6669
-130.0,-207.4,6670
-130.0,-207.4,6671
-130.0,-207.3,6678
-130.0,-207.3,6707
-130.0,-207.3,6711
-130.0,-207.3,6739
-130.0,-207.3,6744
-130.0,-207.2,6773
-130.0,-207.2,6774
-130.0,-207.2,6777
-130.0,-207.2,6783
-130.0,-207.2,6805
-130.0,-207.2,6811
-130.0,-207.1,6836
-129.8,-207.1,6837
-129.8,-207.1,6843
-129.8,-207.1,6873
-129.8,-207.1,6874
-129.8,-207.1,6876
-129.8,-207.1,6879
-129.8,-207.1,6909
-129.8,-207.0,6910
-129.8,-207.0,6911
-129.8,-207.0,6940
-129.8,-207.0,6941
-129.8,-207.0,6943
-129.6,-207.0,6972
-129.6,-206.9,6975
-129.6,-206.9,6976
-129.6,-206.9,7003
-129.6,-206.9,7004
-129.6,-206.9,7007
-129.6,-206.9,7008
-129.6,-206.9,7036
-129.6,-206.9,7037
-129.6,-206.9,7039
-129.6,-206.9,7042
-129.6,-206.8,7067
-129.6,-206.8,7068
-129.6,-206.8,7071
-129.4,-206.8,7075
-129.4,-206.8,7103
-129.4,-206.7,7108
-129.4,-206.8,7144
-129.4,-206.7,7145
-129.4,-206.7,7151
-129.4,-206.7,7152
-129.4,-206.7,7177
-129.4,-206.7,7183
-129.4,-206.6,7210
-129.4,-206.6,7211
-129.4,-206.6,7215
-129.4,-206.6,7216
-129.4,-206.6,7243
-129.4,-206.6,7247
-129.2,-206.6,7274
-129.2,-206.6,7279
-129.2,-206.5,7307
-129.2,-206.5,7308
-129.2,-206.5,7311
-129.2,-206.5,7343
-129.2,-206.5,7344
-129.2,-206.5,7376
-129.2,-206.5,7407
-129.0,-206.5,7438
-129.0,-206.5,7440
-129.0,-206.4,7470
-129.0,-206.4,7471
-129.0,-206.4,7472
-129.0,-206.4,7473
-129.0,-206.4,7503
-129.0,-206.4,7506
-129.0,-206.4,7537
-129.0,-206.4,7538
-129.0,-206.3,7539
-129.0,-206.3,7572
-129.0,-206.3,7573
-129.0,-206.3,7603
-129.0,-206.3,7604
-129.0,-206.3,7605
-129.0,-206.2,7637
-129.0,-206.2,7638
-128.8,-206.2,7647
-128.8,-206.2,7648
-128.8,-206.2,7676
-128.8,-206.2,7678
-128.8,-206.2,7680
-128.8,-206.1,7707
-128.8,-206.1,7708
-128.8,-206.1,7711
-128.8,-206.1,7739
-128.8,-206.1,7740
-128.8,-206.1,7742
-128.8,-206.1,7743
-128.8,-206.1,7772
-128.8,-206.1,7773
-128.8,-206.1,7775
-128.8,-206.0,7804
-128.6,-206.0,7806
-128.6,-206.0,7807
-128.6,-206.0,7835
-128.6,-206.0,7837
-128.6,-206.0,7839
-128.6,-206.0,7866
-128.6,-206.0,7867
-128.6,-206.0,7871
-128.6,-206.0,7898
-128.6,-206.0,7903
-128.6,-205.9,7929
-128.6,-205.9,7930
-128.6,-205.9,7934
-128.6,-205.9,7937
-128.6,-205.9,7960
-128.6,-205.9,7961
-128.6,-205.9,7967
-128.6,-205.9,7970
-128.6,-205.8,7992
-128.6,-205.8,7999
-128.4,-205.9,8023
-128.4,-205.8,8024
-128.4,-205.8,8030
-128.4,-205.8,8031
-128.4,-205.8,8055
-128.4,-205.8,8063
-128.4,-205.8,8064
-128.4,-205.7,8094
-128.4,-205.7,8102
-128.4,-205.7,8126
-128.4,-205.7,8135
-128.4,-205.7,8157
-128.4,-205.7,8158
-128.4,-205.6,8188
-128.4,-205.7,8191
-128.4,-205.6,8220
-128.4,-205.6,8222
-128.2,-205.6,8223
-128.2,-205.6,8251
-128.2,-205.6,8255
-128.2,-205.5,8287
-128.2,-205.5,8335
-128.2,-205.5,8336
-128.2,-205.5,8377
-128.2,-205.5,8383
-128.2,-205.4,8384
-128.2,-205.4,8408
-128.2,-205.4,8409
-128.2,-205.4,8414
-128.2,-205.4,8415
-128.2,-205.4,8417
-128.2,-205.4,8439
-128.2,-205.4,8440
-128.2,-205.4,8446
-128.2,-205.4,8447
-128.2,-205.4,8471
-128.0,-205.4,8478
-128.0,-205.4,8480
-128.0,-205.4,8502
-128.0,-205.3,8503
-128.0,-205.3,8512
-128.0,-205.3,8533
-128.0,-205.3,8542
-128.0,-205.3,8543
-128.0,-205.3,8566
-128.0,-205.3,8567
-128.0,-205.3,8575
-128.0,-205.3,8598
-128.0,-205.2,8600
-128.0,-205.2,8607
-128.0,-205.2,8639
-128.0,-205.2,8672
-128.0,-205.2,8704
-127.8,-205.1,8735
-127.8,-205.1,8736
-127.8,-205.1,8780
-127.8,-205.1,8781
-127.8,-205.1,8782
-127.8,-205.1,8783
-127.8,-205.1,8812
-127.8,-205.1,8814
-127.8,-205.1,8815
-127.8,-205.0,8843
-127.8,-205.0,8847
-127.8,-205.0,8848
-127.8,-205.0,8875
-127.8,-205.0,8879
-127.8,-205.0,8881
-127.8,-205.0,8907
-127.8,-205.0,8910
-127.8,-205.0,8911
-127.8,-205.0,8914
-127.8,-205.0,8939
-127.8,-205.0,8942
-127.6,-205.0,8943
-127.6,-204.9,8947
-127.6,-204.9,8971
-127.6,-204.9,8974
-127.6,-204.9,8975
-127.6,-204.9,8980
-127.6,-204.9,9002
-127.6,-204.9,9007
-127.6,-204.9,9034
-127.6,-204.9,9039
-127.6,-204.9,9066
-127.6,-204.9,9067
-127.6,-204.9,9070
-127.6,-204.9,9097
-127.6,-204.9,9098
-127.6,-204.9,9102
-127.6,-204.9,9103
-127.6,-204.9,9129
-127.6,-204.9,9130
-127.6,-204.9,9135
-127.6,-204.9,9161
-127.6,-204.9,9162
-127.6,-204.8,9163
-127.6,-204.8,9167
-127.6,-204.9,9195
-127.6,-204.8,9199
-127.6,-204.8,9234
-127.6,-204.8,9235
-127.4,-204.8,9266
-127.4,-204.8,9267
-127.4,-204.8,9298
-127.4,-204.7,9335
-127.4,-204.7,9336
-127.4,-204.7,9343
-127.4,-204.7,9344
-127.4,-204.7,9373
-127.4,-204.7,9375
-127.4,-204.7,9377
-127.4,-204.6,9412
-127.4,-204.6,9450
-127.4,-204.6,9451
-127.4,-204.6,9455
-127.4,-204.6,9486
-127.4,-204.6,9487
-127.4,-204.6,9493
-127.4,-204.6,9517
-127.4,-204.6,9518
-127.4,-204.6,9519
-127.4,-204.6,9527
-127.4,-204.6,9549
-127.4,-204.6,9551
-127.4,-204.5,9588
-127.4,-204.5,9589
-127.2,-204.5,9593
-127.2,-204.5,9621
-127.2,-204.5,9622
-127.2,-204.5,9627
-127.2,-204.5,9630
-127.2,-204.5,9653
-127.2,-204.5,9654
-127.2,-204.5,9659
-127.2,-204.5,9663
-127.2,-204.5,9685
-127.2,-204.5,9692
-127.2,-204.5,9695
-127.2,-204.4,9719
-127.2,-204.4,9726
-127.2,-204.4,9750
-127.2,-204.4,9758
-127.2,-204.4,9794
-127.2,-204.4,9825
-127.2,-204.3,9826
-127.0,-204.3,9861
-127.0,-204.3,9862
-127.0,-204.3,9870
-127.0,-204.3,9871
-127.0,-204.3,9899
-127.0,-204.3,9903
-127.0,-204.3,9908
-127.0,-204.3,9943
-127.0,-204.3,9951
-127.0,-204.2,9986
-127.0,-204.2,9991
-127.0,-204.2,10021
-127.0,-204.2,10022
-127.0,-204.2,10024
-127.0,-204.2,10031
-127.0,-204.2,10053
-127.0,-204.2,10057
-127.0,-204.2,10062
-127.0,-204.2,10063
-127.0,-204.2,10085
-127.0,-204.2,10089
-127.0,-204.2,10094
-127.0,-204.2,10118
-127.0,-204.1,10124
-127.0,-204.1,10126
-127.0,-204.1,10150
-127.0,-204.1,10157
-127.0,-204.1,10158
-126.8,-204.1,10159
-126.8,-204.1,10183
-126.8,-204.1,10190
-126.8,-204.1,10215
-126.8,-204.1,10222
-126.8,-204.1,10223
-126.8,-204.1,10247
-126.8,-204.1,10248
-126.8,-204.1,10255
-126.8,-204.0,10256
-126.8,-204.0,10280
-126.8,-204.0,10287
-126.8,-204.0,10289
-126.8,-204.0,10324
-126.8,-204.0,10325
-126.8,-204.0,10334
-126.8,-204.0,10356
-126.8,-204.0,10387
-126.8,-203.9,10389
-126.8,-203.9,10421
-126.8,-203.9,10422
-126.8,-203.9,10430
-126.8,-203.9,10431
-126.8,-204.0,10453
-126.8,-204.0,10454
-126.8,-203.9,10455
-126.8,-203.9,10463
-126.8,-203.9,10485
-126.8,-203.9,10486
-126.8,-203.9,10488
-126.8,-203.9,10494
-126.6,-203.9,10516
-126.6,-203.8,10521
-126.6,-203.9,10548
-126.6,-203.8,10554
-126.6,-203.8,10596
-126.6,-203.8,10597
-126.6,-203.8,10603
-126.6,-203.8,10606
-126.6,-203.8,10633
-126.6,-203.8,10637
-126.6,-203.8,10638
-126.6,-203.8,10639
-126.6,-203.8,10665
-126.6,-203.8,10670
-126.6,-203.8,10671
-126.6,-203.7,10697
-126.6,-203.7,10702
-126.6,-203.7,10703
-126.6,-203.7,10729
-126.6,-203.7,10734
-126.6,-203.7,10736
-126.6,-203.7,10761
-126.6,-203.7,10766
-126.6,-203.7,10767
-126.6,-203.7,10769
-126.6,-203.7,10793
-126.6,-203.7,10799
-126.6,-203.7,10802
-126.6,-203.6,10825
-126.6,-203.6,10830
-126.6,-203.7,10835
-126.6,-203.7,10861
-126.6,-203.7,10862
-126.6,-203.7,10863
-126.6,-203.6,10869
-126.6,-203.6,10894
-126.6,-203.6,10895
-126.4,-203.6,10901
-126.4,-203.6,10925
-126.4,-203.6,10927
-126.4,-203.6,10935
-126.4,-203.6,10961
-126.4,-203.6,10968
-126.4,-203.5,10991
-126.4,-203.5,10992
-126.4,-203.5,11001
-126.4,-203.5,11040
-126.4,-203.5,11041
-126.4,-203.5,11080
-126.4,-203.5,11083
-126.4,-203.5,11086
-126.4,-203.5,11111
-126.4,-203.5,11117
-126.4,-203.5,11118
-126.4,-203.5,11119
-126.4,-203.5,11150
-126.4,-203.5,11151
-126.4,-203.4,11183
-126.4,-203.4,11218
-126.4,-203.4,11249
-126.4,-203.4,11250
-126.4,-203.4,11281
-126.4,-203.4,11282
-126.4,-203.4,11314
-126.2,-203.4,11316
-126.2,-203.4,11346
-126.2,-203.4,11349
-126.2,-203.4,11377
-126.2,-203.4,11382
-126.2,-203.4,11417
-126.2,-203.4,11422
-126.2,-203.4,11423
-126.2,-203.4,11465
-126.2,-203.4,11466
-126.2,-203.4,11469
-126.2,-203.4,11470
-126.2,-203.4,11513
-126.2,-203.4,11514
-126.2,-203.4,11518
-126.2,-203.4,11555
-126.2,-203.3,11556
-126.2,-203.3,11565
-126.2,-203.3,11595
-126.2,-203.3,11596
-126.2,-203.3,11597
-126.2,-203.3,11598
-126.2,-203.3,11599
-126.2,-203.3,11628
-126.2,-203.3,11629
-126.2,-203.3,11630
-126.2,-203.3,11675
-126.2,-203.3,11676
-126.2,-203.3,11678
-126.2,-203.3,11679
-126.2,-203.3,11680
-126.2,-203.2,11711
-126.2,-203.2,11714
-126.2,-203.2,11745
-126.0,-203.2,11747
-126.0,-203.2,11784
-126.0,-203.2,11785
-126.0,-203.2,11791
-126.0,-203.2,11820
-126.0,-203.2,11821
-126.0,-203.2,11822
-126.0,-203.2,11829
-126.0,-203.1,11858
-126.0,-203.1,11859
-126.0,-203.2,11862
-126.0,-203.2,11891
-126.0,-203.1,11896
-126.0,-203.1,11923
-126.0,-203.1,11929
-126.0,-203.1,11954
-126.0,-203.1,11962
-126.0,-203.1,11985
-126.0,-203.1,11986
-126.0,-203.1,11995
-126.0,-203.1,12018
-126.0,-203.1,12049
-126.0,-203.1,12050
-126.0,-203.1,12080
-126.0,-203.0,12081
-126.0,-203.0,12111
-126.0,-203.0,12142
-126.0,-203.0,12143
-126.0,-203.0,12144
-126.0,-203.0,12173
-125.8,-203.0,12174
-125.8,-203.0,12177
-125.8,-203.0,12205
-125.8,-203.0,12206
-125.8,-203.0,12211
-125.8,-203.0,12243
-125.8,-202.9,12244
-125.8,-203.0,12274
-125.8,-203.0,12275
-125.8,-202.9,12277
-125.8,-202.9,12307
-125.8,-202.9,12308
-125.8,-203.0,12310
-125.8,-202.9,12339
-125.8,-202.9,12343
-125.8,-202.9,12381
-125.8,-202.9,12382
-125.8,-202.9,12413
-125.8,-202.9,12414
-125.8,-202.9,12449
-125.8,-202.8,12458
-125.8,-202.8,12482
-125.8,-202.8,12513
-125.8,-202.8,12514
-125.8,-202.8,12545
-125.8,-202.8,12546
-125.8,-202.8,12577
-125.8,-202.8,12578
-125.8,-202.8,12609
-125.8,-202.8,12640
-125.8,-202.8,12642
-125.8,-202.8,12679
-125.6,-202.8,12685
-125.6,-202.7,12711
-125.6,-202.7,12717
-125.6,-202.7,12743
-125.6,-202.7,12744
-125.6,-202.7,12750
-125.6,-202.7,12776
-125.6,-202.7,12782
-125.6,-202.7,12808
-125.6,-202.7,12814
-125.6,-202.7,12815
-125.6,-202.7,12843
-125.6,-202.7,12846
-125.6,-202.7,12878
-125.6,-202.7,12917
-125.6,-202.7,12923
-125.6,-202.7,12925
-125.6,-202.7,12926
-125.6,-202.6,12952
-125.6,-202.6,12956
-125.6,-202.6,12957
-125.6,-202.6,12983
-125.6,-202.6,12989
-125.6,-202.6,12990
-125.6,-202.6,13015
-125.6,-202.6,13022
-125.6,-202.6,13023
-125.6,-202.6,13047
-125.6,-202.6,13048
-125.6,-202.6,13054
-125.6,-202.6,13055
-125.6,-202.5,13081
-125.6,-202.5,13086
-125.6,-202.6,13088
-125.6,-202.5,13113
-125.6,-202.5,13118
-125.6,-202.5,13121
-125.6,-202.6,13145
-125.6,-202.6,13150
-125.6,-202.5,13176
-125.6,-202.5,13177
-125.6,-202.5,13181
-125.6,-202.5,13182
-125.6,-202.5,13183
-125.6,-202.5,13213
-125.6,-202.5,13214
-125.4,-202.5,13221
-125.4,-202.5,13249
-125.4,-202.5,13254
-125.4,-202.5,13289
